_id,user_community,tweet_community,ecommerce_community,blog_community,label
5d635765ea309cc86a3e643d,0,0,-1,5,-1
5d635771ea309cc86a3e6478,5,-2,-1,-2,-1
5d63577aea309cc86a3e64c1,12,-2,-1,-2,-1
5d635795ea309cc86a3e6568,0,-1,123,-1,-1
5d6357cfea309cc86a3e6a45,8,-2,-1,-2,-1
5d635800ea309cc86a3e6b71,5,-2,-1,-2,-1
5d635828ea309cc86a3e6ccf,5,-2,-1,-2,-1
5d635825ea309cc86a3e6ccc,5,-2,-1,5,-1
5d635848ea309cc86a3e7058,5,-2,-1,-2,-1
5d635869ea309cc86a3e734d,0,-1,126,-2,-1
5d635827ea309cc86a3e6cce,5,-2,-1,-2,-1
5d63587cea309cc86a3e7365,20,-2,-1,-2,-1
5d63588eea309cc86a3e73cd,5,-2,-1,-2,-1
5d635894ea309cc86a3e73d5,5,-2,-1,-2,-1
5d6358a0ea309cc86a3e7409,0,-2,-1,-2,-1
5d63589dea309cc86a3e7400,5,-2,-1,-2,-1
5d6358a4ea309cc86a3e740c,13,-2,-1,-2,-1
5d6358a7ea309cc86a3e741f,5,-2,-1,-2,-1
5d635efe4285a7c33176c1f0,0,0,85,-1,-1
5d635f064285a7c33176c614,0,-1,70,-1,-1
5d635f0d4285a7c33176c72c,5,0,-1,-2,-1
5d635f324285a7c33176cbd3,0,-2,-1,-2,-1
5d635f3c4285a7c33176cbdd,5,-2,-1,-2,-1
5d635f4c4285a7c33176cc24,0,-2,-1,-2,-1
5d635f6b4285a7c33176ce64,0,-2,152,10,-1
5d635f6d4285a7c33176ce72,4,-1,158,-2,-1
5d635fdb4285a7c33176df55,0,-2,-1,-2,-1
5d635fe64285a7c33176e08a,0,-2,-1,-2,-1
5d635fea4285a7c33176e0cc,0,0,-1,-2,-1
5d6360044285a7c33176e6b7,0,0,174,-1,-1
5d63602b4285a7c33176ec9e,0,-2,-1,-2,-1
5d6360334285a7c33176ef17,20,0,173,1,-1
5d63602e4285a7c33176eca0,0,0,148,-1,-1
5d63606a4285a7c33176f4c5,0,-2,-1,-2,-1
5d63606d4285a7c33176f540,0,-2,-1,-2,-1
5d648f747d7dbe4bc487a782,11,-2,-1,-2,-1
5d648f757d7dbe4bc487a797,2,-1,16,-2,-1
5d648f757d7dbe4bc487a7bc,8,-2,-1,-2,-1
5d648f757d7dbe4bc487a7d6,10,-2,-1,-2,-1
5d648f757d7dbe4bc487a7bd,0,26,-1,-2,-1
5d648f757d7dbe4bc487a7f3,0,-2,-1,-2,-1
5d648f757d7dbe4bc487a7f2,9,-2,-1,-2,-1
5d648f757d7dbe4bc487a968,0,-1,51,-2,-1
5d648f757d7dbe4bc487a9bc,13,-2,-1,-2,-1
5d648f757d7dbe4bc487a9bd,13,-2,-1,-2,-1
5d648f767d7dbe4bc487aa64,13,-2,-1,-2,-1
5d648f767d7dbe4bc487aa99,8,-2,-1,-2,-1
5d648f767d7dbe4bc487aaa4,4,-2,-1,-2,-1
5d648f767d7dbe4bc487aab6,8,-2,-1,-2,-1
5d648f767d7dbe4bc487aaba,9,-2,-1,-2,-1
5d648f767d7dbe4bc487aab9,9,-2,-1,-2,-1
5d648f767d7dbe4bc487abf2,9,-2,-1,-2,-1
5d648f767d7dbe4bc487abfb,8,-2,-1,-2,-1
5d648f767d7dbe4bc487ac11,13,-2,-1,-2,-1
5d648f777d7dbe4bc487aca2,9,-2,-1,-2,-1
5d648f777d7dbe4bc487aca9,8,-2,-1,-2,-1
5d648f777d7dbe4bc487acff,4,-2,167,-1,-1
5d648f777d7dbe4bc487ad3d,6,-2,-1,-2,-1
5d648f777d7dbe4bc487af9c,11,-1,178,-2,-1
5d648f777d7dbe4bc487afbe,13,-2,-1,-2,-1
5d648f787d7dbe4bc487b0aa,22,-2,-1,-2,-1
5d648f787d7dbe4bc487b0e4,27,-2,-1,-2,-1
5d648f787d7dbe4bc487b104,8,-2,-1,-2,-1
5d648f787d7dbe4bc487b105,0,-2,-1,-2,-1
5d648f797d7dbe4bc487b5c5,0,-2,-1,-2,-1
5d63607c4285a7c33176fcd3,10,0,51,10,-1
5d63607f4285a7c33176fce6,0,-2,-1,-2,-1
5d6360854285a7c33176fd10,4,0,90,-2,-1
5d6360844285a7c33176fd0d,0,-1,111,-2,-1
5d63609a4285a7c33177049b,4,0,170,-1,-1
5d6360f04285a7c331775eba,11,-1,42,22,-1
5d6361634285a7c331778e01,0,-1,163,-1,-1
5d6361d14285a7c33177b9ab,0,-2,-1,-2,-1
5d63620a4285a7c33177da57,4,-2,-1,-2,-1
5d63625b4285a7c3317818b1,11,-2,-1,5,-1
5d63627d4285a7c33178593a,15,-2,-1,-2,-1
5d63628a4285a7c331785fc3,27,0,55,8,-1
5d6362974285a7c33178624a,11,-1,138,26,-1
5d6362e54285a7c331787c66,7,-1,103,5,-1
5d6363054285a7c3317894ca,3,-2,-1,-2,-1
5d648f797d7dbe4bc487b5ec,0,-2,-1,-2,-1
5d648f797d7dbe4bc487b67a,0,-2,-1,-2,-1
5d648f7a7d7dbe4bc487b688,13,-2,-1,-2,-1
5d648f7a7d7dbe4bc487b6c7,28,-2,-1,-2,-1
5d648f7a7d7dbe4bc487b6ef,31,0,-1,-2,-1
5d648f7a7d7dbe4bc487b6f6,11,-2,-1,-2,-1
5d648f7a7d7dbe4bc487b70d,11,-2,-1,-2,-1
5d648f7a7d7dbe4bc487b743,22,-2,-1,-2,-1
5d648f7a7d7dbe4bc487b74f,28,-2,-1,-2,-1
5d648f7a7d7dbe4bc487b80e,30,-2,-1,-2,-1
5d648f7a7d7dbe4bc487b815,4,-2,-1,-2,-1
5d648f7b7d7dbe4bc487b9c9,0,-1,174,-2,-1
5d648f7c7d7dbe4bc487bb62,11,-2,-1,-2,-1
5d648f7c7d7dbe4bc487bb7a,7,-2,-1,-2,-1
5d648f7c7d7dbe4bc487bb92,27,-2,-1,-2,-1
5d648f7c7d7dbe4bc487bb9c,17,-2,-1,-2,-1
5d648f7c7d7dbe4bc487bbd3,6,80,-1,-2,-1
5d648f7c7d7dbe4bc487bcbf,38,-2,51,5,-1
5d648f7c7d7dbe4bc487bd0d,38,-2,20,5,-1
5d648f7c7d7dbe4bc487bd48,3,-2,-1,-2,-1
5d648f7c7d7dbe4bc487bd89,38,-2,123,5,-1
5d648f7d7d7dbe4bc487bdb7,10,0,35,24,-1
5d648f7d7d7dbe4bc487bdbe,33,-2,125,5,-1
5d648f7d7d7dbe4bc487be1a,38,-2,-1,-2,-1
5d648f7d7d7dbe4bc487beaf,38,-2,38,5,-1
5d648f7d7d7dbe4bc487becc,3,-2,-1,-2,-1
5d648f7d7d7dbe4bc487bf29,0,-2,173,70,-1
5d648f7d7d7dbe4bc487bf61,0,-2,-1,-2,-1
5d648f7d7d7dbe4bc487bf70,0,-2,-1,-2,-1
5d648f7e7d7dbe4bc487c03a,10,-2,-1,-2,-1
5d648f7e7d7dbe4bc487c053,27,-2,-1,-2,-1
5d648f7e7d7dbe4bc487c0db,0,-1,21,-1,-1
5d6363d54285a7c33179102d,11,0,-1,-2,-1
5d63640f4285a7c3317936f3,3,-2,-1,-2,-1
5d6364544285a7c3317957fd,11,0,5,5,-1
5d63649e4285a7c331796286,6,-2,-1,-2,-1
5d6364a74285a7c3317962fa,4,0,49,-2,-1
5d6364ab4285a7c33179637d,7,-2,-1,-2,-1
5d6364bf4285a7c331796768,6,0,180,5,-1
5d6364c34285a7c331796772,3,-2,-1,-2,-1
5d6364d64285a7c3317968dd,0,-1,179,-1,-1
5d6364e54285a7c331796e75,0,0,23,-2,-1
5d6364fa4285a7c3317970da,0,-2,-1,-2,-1
5d6365214285a7c33179824a,0,-1,95,-1,-1
5d6365aa4285a7c331799c29,4,-1,20,-1,-1
5d6365ad4285a7c331799d4a,0,0,154,-1,-1
5d6365b24285a7c33179a510,3,-1,37,-1,-1
5d6365b44285a7c33179a64c,4,-1,37,16,-1
5d6365c64285a7c33179be6c,4,0,110,13,-1
5d6365d34285a7c33179c125,28,0,141,5,-1
5d6365eb4285a7c33179ceec,0,-1,180,26,-1
5d6366044285a7c33179e7f9,0,0,108,-1,-1
5d63660f4285a7c33179ec84,8,0,42,-1,-1
5d63661a4285a7c33179edd1,0,-2,-1,-2,-1
5d6366214285a7c33179eea2,19,-2,-1,-2,-1
5d63662d4285a7c33179ef8d,4,0,36,13,-1
5d6366514285a7c33179fcfe,0,0,165,-1,-1
5d6366854285a7c3317a31eb,4,0,171,5,-1
5d6366a14285a7c3317a35a4,0,-2,-1,-2,-1
5d6366de4285a7c3317a4a6a,4,0,37,-2,-1
5d6366e94285a7c3317a4e94,11,0,-1,-2,-1
5d648f7f7d7dbe4bc487c3ed,0,-2,-1,-2,-1
5d648f807d7dbe4bc487c627,0,-2,-1,-2,-1
5d648f807d7dbe4bc487c653,0,0,-1,-2,-1
5d648f807d7dbe4bc487c65c,0,-1,129,-2,-1
5d648f807d7dbe4bc487c670,25,-2,-1,-2,-1
5d648f807d7dbe4bc487c698,0,-2,-1,-2,-1
5d648f807d7dbe4bc487c6a2,0,-2,-1,-2,-1
5d648f807d7dbe4bc487c6bc,31,-2,-1,-2,-1
5d648f807d7dbe4bc487c6db,31,-2,-1,-2,-1
5d648f807d7dbe4bc487c6fa,38,-2,177,26,-1
5d648f817d7dbe4bc487c887,33,-2,-1,1,-1
5d648f817d7dbe4bc487c8c5,0,-2,-1,-2,-1
5d648f817d7dbe4bc487c8c9,0,-2,-1,-2,-1
5d648f817d7dbe4bc487c8ce,3,-2,-1,-2,-1
5d648f817d7dbe4bc487c9b1,10,-2,-1,-2,-1
5d648f817d7dbe4bc487c9be,25,0,126,-2,-1
5d648f817d7dbe4bc487c9ef,6,-2,-1,-2,-1
5d648f817d7dbe4bc487c9f0,0,-2,-1,-2,-1
5d648f827d7dbe4bc487ca9b,0,-2,-1,-2,-1
5d648f827d7dbe4bc487cabc,22,-2,-1,-2,-1
5d648f827d7dbe4bc487cabe,0,-1,188,-2,-1
5d648f827d7dbe4bc487cac5,33,-1,111,-1,-1
5d648f827d7dbe4bc487caed,11,-2,-1,-2,-1
5d648f827d7dbe4bc487caef,38,-2,-1,-2,-1
5d648f827d7dbe4bc487cb06,4,0,187,-2,-1
5d648f827d7dbe4bc487cb77,0,-2,148,-1,-1
5d648f827d7dbe4bc487cbd8,0,-2,-1,-2,-1
5d648f827d7dbe4bc487cc03,38,-2,-1,-2,-1
5d648f827d7dbe4bc487cc4d,25,-2,-1,-2,-1
5d648f827d7dbe4bc487ccd9,25,-2,-1,-2,-1
5d648f837d7dbe4bc487ce33,0,-2,-1,-2,-1
5d648f837d7dbe4bc487ce32,25,-2,-1,-2,-1
5d63674a4285a7c3317ab7ab,0,-2,133,13,-1
5d6367504285a7c3317ac2e8,0,-1,-1,-2,-1
5d6367854285a7c3317acb0d,0,-2,47,29,-1
5d6367a54285a7c3317acf41,0,0,-1,-2,-1
5d6367b04285a7c3317acfe1,16,0,31,31,-1
5d6367d94285a7c3317ad40e,0,-1,182,-1,-1
5d6367fe4285a7c3317adb1f,16,-1,-1,-2,-1
5d6367f84285a7c3317adac1,11,0,20,-1,-1
5d6368624285a7c3317ae796,9,-2,-1,-2,-1
5d63688c4285a7c3317aed05,11,-2,-1,-2,-1
5d6368884285a7c3317aecfd,11,-1,68,5,-1
5d6368ab4285a7c3317afe05,11,-1,7,-1,-1
5d6368b24285a7c3317b0a30,11,-2,-1,-2,-1
5d6368cd4285a7c3317b0f07,4,-1,71,5,-1
5d6368f24285a7c3317b2f23,0,-1,175,-1,-1
5d6368ff4285a7c3317b4a59,4,91,27,-2,-1
5d6369164285a7c3317b6759,4,-1,112,-2,-1
5d63691e4285a7c3317b6787,11,-2,-1,-2,-1
5d6369324285a7c3317b687a,4,-2,-1,-2,-1
5d6369344285a7c3317b687b,11,-2,104,-1,-1
5d63695b4285a7c3317b7008,4,-1,89,-2,-1
5d6369384285a7c3317b6890,16,0,124,-1,-1
5d63699b4285a7c3317b8346,0,-2,-1,-2,-1
5d6369c64285a7c3317b8dbc,4,0,165,-1,-1
5d6369f14285a7c3317b9253,0,-2,-1,-2,-1
5d636a1e4285a7c3317b94f3,0,-2,-1,-2,-1
5d636a1f4285a7c3317b94f4,11,-1,177,-1,-1
5d636a2e4285a7c3317b96a4,11,0,121,-1,-1
5d636a614285a7c3317bc798,3,-2,-1,-2,-1
5d636a5f4285a7c3317bc76b,11,0,51,5,-1
5d648f837d7dbe4bc487ce89,0,-2,-1,-2,-1
5d648f847d7dbe4bc487d18c,0,-2,-1,-2,-1
5d648f847d7dbe4bc487d1ae,0,-2,-1,-2,-1
5d648f857d7dbe4bc487d3ac,25,-2,-1,-2,-1
5d648f857d7dbe4bc487d4cb,38,-2,-1,-2,-1
5d648f857d7dbe4bc487d4d3,0,-2,-1,-2,-1
5d648f857d7dbe4bc487d4ea,0,-2,-1,-2,-1
5d648f857d7dbe4bc487d5b1,3,-2,-1,-2,-1
5d648f867d7dbe4bc487d5ec,0,0,116,-2,-1
5d648f867d7dbe4bc487d5fe,0,-2,-1,-2,-1
5d648f867d7dbe4bc487d61a,26,-1,-1,-2,-1
5d648f867d7dbe4bc487d636,3,-1,-1,-2,-1
5d648f867d7dbe4bc487d65c,0,-2,-1,-2,-1
5d648f867d7dbe4bc487d668,0,-2,-1,-2,-1
5d648f867d7dbe4bc487d664,10,10,51,-2,-1
5d648f867d7dbe4bc487d669,13,-2,-1,-2,-1
5d648f867d7dbe4bc487d778,0,-1,83,-2,-1
5d648f877d7dbe4bc487d8cf,11,-2,-1,-2,-1
5d648f877d7dbe4bc487d906,0,-2,-1,-2,-1
5d648f877d7dbe4bc487d980,10,-2,-1,-2,-1
5d636a744285a7c3317bc7ea,39,-1,59,-1,-1
5d636a724285a7c3317bc7e9,0,-2,-1,-2,-1
5d636aaa4285a7c3317c1aa0,33,-2,-1,-2,-1
5d636ab84285a7c3317c1c0f,0,-1,52,25,-1
5d636afe4285a7c3317c21de,33,-2,-1,-2,-1
5d636b314285a7c3317c2cb9,0,0,-1,-2,-1
5d636b9d4285a7c3317c3845,31,-2,-1,-2,-1
5d636be34285a7c3317c4084,4,-1,147,5,-1
5d636c734285a7c3317c5c87,0,-2,-1,-2,-1
5d636c764285a7c3317c5c8b,5,-2,-1,-2,-1
5d636c834285a7c3317c5d75,0,-2,-1,-2,-1
5d636c854285a7c3317c5d76,7,-1,141,-2,-1
5d636c954285a7c3317c601c,0,0,58,-1,-1
5d636ca14285a7c3317c635c,0,0,4,-2,-1
5d636ca84285a7c3317c65f5,11,-1,34,-1,-1
5d636cb54285a7c3317c6737,11,0,31,-2,-1
5d636cd94285a7c3317c73ed,4,-1,1,-1,-1
5d636cde4285a7c3317c77a7,4,-1,127,-1,-1
5d636d0c4285a7c3317c8af5,0,-2,-1,-2,-1
5d636d174285a7c3317c8ddb,11,0,110,-2,-1
5d636d2a4285a7c3317c8efd,0,-2,111,45,-1
5d636d474285a7c3317c9127,0,-2,-1,-2,-1
5d636d5c4285a7c3317c93a5,4,-2,178,34,-1
5d648f887d7dbe4bc487daa5,20,-2,-1,-2,-1
5d648f887d7dbe4bc487dbe9,0,-2,-1,-2,-1
5d648f887d7dbe4bc487dbf1,0,-2,-1,-2,-1
5d648f887d7dbe4bc487dc4f,28,-2,-1,-2,-1
5d648f887d7dbe4bc487dc96,0,-2,-1,-2,-1
5d648f887d7dbe4bc487dd1b,0,-2,-1,-2,-1
5d648f887d7dbe4bc487dd25,0,-2,-1,-2,-1
5d648f897d7dbe4bc487debe,0,84,127,-2,-1
5d648f897d7dbe4bc487df3a,0,-2,-1,-2,-1
5d648f897d7dbe4bc487df3b,0,-2,-1,-2,-1
5d648f897d7dbe4bc487df51,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487dfbc,0,0,5,48,-1
5d648f8a7d7dbe4bc487dfd1,0,0,-1,-2,-1
5d648f8a7d7dbe4bc487dfd9,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487dfda,0,0,154,-2,-1
5d648f8a7d7dbe4bc487e009,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487e024,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487e027,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487e03b,3,0,-1,-2,-1
5d648f8a7d7dbe4bc487e07e,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487e07f,0,-2,107,-1,-1
5d648f8a7d7dbe4bc487e0a6,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487e107,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487e120,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487e1a1,0,-2,-1,-2,-1
5d648f8a7d7dbe4bc487e1a6,4,-2,52,12,-1
5d648f8b7d7dbe4bc487e1e4,0,-2,-1,-2,-1
5d648f8b7d7dbe4bc487e1e6,0,-2,-1,-2,-1
5d648f8b7d7dbe4bc487e267,0,-2,-1,-2,-1
5d648f8b7d7dbe4bc487e2d8,0,-2,-1,-2,-1
5d648f8b7d7dbe4bc487e388,11,-2,-1,-2,-1
5d636db64285a7c3317ca950,4,-1,37,1,-1
5d636e274285a7c3317ccee7,11,-2,-1,-2,-1
5d636e764285a7c3317cdb01,0,0,74,-2,-1
5d636ea24285a7c3317ce79c,0,-2,-1,-2,-1
5d636eae4285a7c3317ce84d,0,0,177,27,-1
5d636ed44285a7c3317cec29,0,-1,-1,-2,-1
5d636edf4285a7c3317cee20,0,0,90,-1,-1
5d636f214285a7c3317cf4db,3,-2,-1,-2,-1
5d636f3b4285a7c3317cf733,4,-1,27,16,-1
5d636f624285a7c3317cfc95,0,-2,-1,-2,-1
5d636f884285a7c3317cfd66,3,-2,-1,-2,-1
5d636f804285a7c3317cfd16,0,0,121,0,-1
5d636f834285a7c3317cfd23,3,-2,-1,-2,-1
5d636f924285a7c3317cff74,3,-2,-1,-2,-1
5d636fb44285a7c3317d0101,0,-2,-1,-2,-1
5d636fe14285a7c3317d029a,3,-2,-1,-2,-1
5d636fea4285a7c3317d0568,4,0,1,-1,-1
5d63703f4285a7c3317d3706,4,-1,151,-1,-1
5d6370684285a7c3317d53ff,3,0,22,5,-1
5d6370b54285a7c3317d585c,0,0,117,-2,-1
5d6370c54285a7c3317d596d,4,-2,-1,-2,-1
5d6370dc4285a7c3317d5c57,0,-2,-1,-2,-1
5d648f8c7d7dbe4bc487e422,13,-2,-1,-2,-1
5d648f8c7d7dbe4bc487e470,13,-2,-1,-2,-1
5d648f8c7d7dbe4bc487e4a4,13,-2,-1,-2,-1
5d648f8c7d7dbe4bc487e4d1,13,-2,-1,-2,-1
5d648f8c7d7dbe4bc487e4e1,13,-2,-1,-2,-1
5d648f8c7d7dbe4bc487e566,13,-2,-1,-2,-1
5d648f8d7d7dbe4bc487e604,6,-2,-1,-2,-1
5d648f8d7d7dbe4bc487e609,3,-2,-1,-2,-1
5d648f8d7d7dbe4bc487e69d,31,0,67,-1,-1
5d648f8d7d7dbe4bc487e660,4,0,154,8,-1
5d648f8d7d7dbe4bc487e6ee,25,-2,62,-1,-1
5d648f8d7d7dbe4bc487e713,13,-2,-1,-2,-1
5d648f8d7d7dbe4bc487e738,6,-2,-1,-2,-1
5d648f8d7d7dbe4bc487e73d,0,0,-1,-2,-1
5d648f8d7d7dbe4bc487e75b,25,0,26,-2,-1
5d648f8d7d7dbe4bc487e7f7,13,-2,-1,-2,-1
5d648f8e7d7dbe4bc487ea67,31,-2,-1,-2,-1
5d648f8e7d7dbe4bc487ea7a,31,-2,-1,-2,-1
5d648f8e7d7dbe4bc487ea74,31,-2,-1,-2,-1
5d648f8f7d7dbe4bc487ebe9,24,-2,-1,-2,-1
5d648f8f7d7dbe4bc487ec99,11,-2,-1,-2,-1
5d648f8f7d7dbe4bc487eceb,20,95,8,4,-1
5d648f8f7d7dbe4bc487ed80,27,-2,-1,-2,-1
5d648f8f7d7dbe4bc487ed81,15,-2,-1,-2,-1
5d6371184285a7c3317d630e,0,-1,138,-2,-1
5d63714b4285a7c3317d647c,3,-2,-1,-2,-1
5d6371544285a7c3317d64ee,8,0,97,-2,-1
5d6371914285a7c3317d681b,0,-2,-1,-2,-1
5d63720d4285a7c3317d6e0f,0,0,107,5,-1
5d6372214285a7c3317d6f66,0,-2,113,-1,-1
5d6372244285a7c3317d6f74,11,-1,94,-1,-1
5d6372504285a7c3317d70a6,0,12,143,-2,-1
5d6372564285a7c3317d70c7,0,-2,-1,-2,-1
5d6372774285a7c3317d7224,0,-2,-1,-2,-1
5d63728d4285a7c3317d7242,0,16,75,-1,-1
5d6372e64285a7c3317d7364,0,-2,-1,-2,-1
5d6372f04285a7c3317d736d,22,-1,84,-2,-1
5d6373034285a7c3317d73a1,0,0,69,24,-1
5d6373174285a7c3317d73fd,4,-2,-1,-2,-1
5d6373264285a7c3317d77e0,4,-1,93,-2,-1
5d63732e4285a7c3317d7969,0,-2,-1,5,-1
5d6373324285a7c3317d7971,0,-2,158,-1,-1
5d63733a4285a7c3317d7b1e,0,-2,-1,-2,-1
5d6373384285a7c3317d7af0,27,-2,179,5,-1
5d6373564285a7c3317d80af,0,-2,-1,-2,-1
5d6373604285a7c3317d8152,0,-2,-1,-2,-1
5d6373a14285a7c3317d86a9,0,-2,-1,-2,-1
5d6373ad4285a7c3317d8c04,16,-2,-1,-2,-1
5d648f917d7dbe4bc487f22e,6,-2,-1,-2,-1
5d648f917d7dbe4bc487f22f,13,-1,17,-2,-1
5d648f917d7dbe4bc487f34e,0,-1,100,-2,-1
5d648f917d7dbe4bc487f36c,6,-1,164,-2,-1
5d648f927d7dbe4bc487f378,29,-2,-1,-2,-1
5d648f927d7dbe4bc487f37b,4,-2,-1,-2,-1
5d648f937d7dbe4bc487f7fc,4,-1,187,-2,-1
5d648f937d7dbe4bc487f80a,0,-2,-1,5,-1
5d648f937d7dbe4bc487f81c,31,-2,144,5,-1
5d648f937d7dbe4bc487f85a,20,-2,-1,-2,-1
5d648f937d7dbe4bc487f87e,28,0,152,-2,-1
5d648f937d7dbe4bc487f8db,11,-2,-1,-2,-1
5d648f947d7dbe4bc487f907,20,0,58,-2,-1
5d648f947d7dbe4bc487f90a,13,-2,-1,-2,-1
5d648f947d7dbe4bc487f928,31,-2,-1,-2,-1
5d648f947d7dbe4bc487fa0d,20,-2,-1,-2,-1
5d648f947d7dbe4bc487fa61,20,-1,85,-2,-1
5d648f957d7dbe4bc487fc07,20,-2,-1,-2,-1
5d648f957d7dbe4bc487fc09,8,-2,-1,-2,-1
5d648f957d7dbe4bc487fc0c,20,-2,-1,-2,-1
5d648f957d7dbe4bc487fc47,25,-2,-1,-2,-1
5d648f957d7dbe4bc487fc52,9,-2,-1,-2,-1
5d648f957d7dbe4bc487fc57,11,-2,-1,-2,-1
5d648f957d7dbe4bc487fca5,31,-2,-1,-2,-1
5d648f957d7dbe4bc487fd35,13,-2,-1,-2,-1
5d648f957d7dbe4bc487fd9f,4,-2,-1,-2,-1
5d648f967d7dbe4bc487fe70,0,-1,122,-2,-1
5d6374054285a7c3317d9086,4,-1,103,-1,-1
5d63740e4285a7c3317d90c0,5,-2,-1,-2,-1
5d63743a4285a7c3317d9c22,20,0,163,-1,-1
5d6374894285a7c3317daee2,38,-1,58,-1,-1
5d63748f4285a7c3317db0a7,0,-1,162,-1,-1
5d6374a64285a7c3317db5e4,4,-1,104,32,-1
5d6374bb4285a7c3317dc486,4,-2,-1,-2,-1
5d6374b84285a7c3317dc458,28,-2,-1,-2,-1
5d6374cb4285a7c3317dd542,11,0,98,5,-1
5d6374ee4285a7c3317de308,29,-1,84,-2,-1
5d6374f74285a7c3317de4d7,26,-2,-1,-2,-1
5d6374f84285a7c3317de4d8,4,-1,48,5,-1
5d6374fd4285a7c3317de598,4,-1,172,-2,-1
5d6375044285a7c3317de61e,29,0,97,-2,-1
5d6375064285a7c3317de623,29,0,9,-2,-1
5d63751b4285a7c3317debde,29,-2,-1,-2,-1
5d63751c4285a7c3317debdf,4,0,112,-1,-1
5d63752e4285a7c3317dee22,29,0,171,-2,-1
5d6375364285a7c3317defcc,4,0,100,-2,-1
5d63753c4285a7c3317df308,29,-1,163,-1,-1
5d6375534285a7c3317df908,3,0,163,1,-1
5d6375694285a7c3317dfb9b,29,-1,108,-2,-1
5d6375774285a7c3317dfc93,29,-2,-1,-2,-1
5d6375834285a7c3317dfdef,4,-2,-1,-2,-1
5d63759c4285a7c3317e08f7,4,-2,-1,-2,-1
5d6375a54285a7c3317e0ba7,4,0,155,-2,-1
5d6376104285a7c3317e3a80,0,-2,-1,-2,-1
5d6376214285a7c3317e3b6c,31,0,103,-1,-1
5d6376a74285a7c3317e4464,4,-1,187,-2,-1
5d6376a24285a7c3317e4244,20,-2,55,-1,-1
5d6376b14285a7c3317e49eb,0,-2,-1,-2,-1
5d6376ca4285a7c3317e5755,4,-2,33,-1,-1
5d63771d4285a7c3317e6e00,4,0,138,-1,-1
